Hãng xe,Năm sản xuất,Tình trạng,Số km đã đi,Xuất xứ,Kiểu dáng,Hộp số,Nhiên liệu,Số chỗ ngồi,Giá xe (triệu)
Toyota,2016,Xe đã dùng,76000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,585
Kia,2018,Xe đã dùng,10000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,305
Suzuki,2019,Xe đã dùng,76000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,265
Ford,2017,Xe đã dùng,55000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,360
VinFast,2020,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,539
Mazda,2019,Xe đã dùng,62000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,638
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,423
Mercedes Benz,2010,Xe đã dùng,100000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,375
Honda,2014,Xe đã dùng,95000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,520
Ford,2005,Xe đã dùng,138000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,130
Hyundai,2010,Xe đã dùng,120000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,260
Kia,2019,Xe đã dùng,50000,Lắp ráp trong nước,Van/Minivan,Số tự động,Dầu,7,875
Kia,2022,Xe đã dùng,47000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,965
Kia,2018,Xe đã dùng,68326,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,428
Ford,2018,Xe đã dùng,79000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,615
Hyundai,2022,Xe đã dùng,5000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1085
Hyundai,2023,Xe đã dùng,9000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,490
Ford,2022,Xe đã dùng,20000,Nhập khẩu,SUV,Số tự động,Xăng,7,2160
Mercedes Benz,2022,Xe đã dùng,21,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1630
Honda,2020,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,440
Honda,2021,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,499
Kia,2018,Xe đã dùng,60000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,435
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,458
Mitsubishi,2019,Xe đã dùng,28000,Nhập khẩu,SUV,Số tự động,Xăng,7,515
Toyota,2021,Xe đã dùng,16000,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,3750
Toyota,2008,Xe đã dùng,180000,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,3,250
Mazda,2023,Xe mới,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,519
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,822
Mazda,2020,Xe đã dùng,18000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,839
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,4286
Hyundai,2020,Xe đã dùng,30000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,860
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1155
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,638
Lexus,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,10400
Toyota,2013,Xe đã dùng,96000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,438
Toyota,2016,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng,8,4800
Ford,2014,Xe đã dùng,110000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,300
Hyundai,2021,Xe đã dùng,22000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,470
Honda,2017,Xe đã dùng,77000,Nhập khẩu,SUV,Số tự động,Xăng,7,680
Kia,2021,Xe đã dùng,20000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,598
Mazda,2022,Xe đã dùng,10000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,585
Volkswagen,2010,Xe đã dùng,0,Nhập khẩu,Coupe,Số tự động,Xăng,4,335
LandRover,2019,Xe đã dùng,33000,Nhập khẩu,SUV,Số tự động,Xăng,4,6900
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,874
Subaru,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,749
Nissan,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Hybrid,5,758
Ford,2019,Xe đã dùng,43000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,455
Toyota,2016,Xe đã dùng,0,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,435
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,1180
Hyundai,2019,Xe đã dùng,40000,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,285
Mazda,2018,Xe đã dùng,80450,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,668
Toyota,2016,Xe đã dùng,50000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,445
Mercedes Benz,2021,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1520
Hyundai,2021,Xe đã dùng,9900,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,315
Peugeot,2022,Xe đã dùng,10000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,890
Toyota,2021,Xe đã dùng,37000,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,3850
Hyundai,2020,Xe đã dùng,36000,Lắp ráp trong nước,Crossover,Số tự động,Dầu,5,750
Toyota,2019,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,439
Honda,2021,Xe đã dùng,1000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,895
Hyundai,2022,Xe đã dùng,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,615
GMC,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,10500
Mercedes Benz,2021,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1400
Hyundai,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1110
VinFast,2020,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,310
Hyundai,2020,Xe đã dùng,23000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,535
Kia,2011,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,279
BMW,2021,Xe đã dùng,30000,Nhập khẩu,Sedan,Số tự động,Xăng,5,3150
LandRover,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,2959
Honda,2021,Xe đã dùng,20000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,395
Ford,2015,Xe đã dùng,70000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,505
Ford,2017,Xe đã dùng,68000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,635
Toyota,2013,Xe đã dùng,60000,Nhập khẩu,Sedan,Số tự động,Hybrid,5,1180
Kia,2016,Xe đã dùng,80000,Lắp ráp trong nước,Van/Minivan,Số tự động,Xăng,7,620
Mercedes Benz,2022,Xe đã dùng,0,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1720
Toyota,2005,Xe đã dùng,190000,Lắp ráp trong nước,SUV,Số tay,Xăng,8,197
Mercedes Benz,2022,Xe đã dùng,12000,Nhập khẩu,SUV,Số tự động,Xăng,7,4600
Ford,2022,Xe đã dùng,25000,Nhập khẩu,SUV,Số tự động,Dầu,7,1100
Porsche,2018,Xe đã dùng,45000,Nhập khẩu,SUV,Số tự động,Xăng,5,3500
LandRover,2014,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Xăng,5,780
Toyota,2021,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,515
BMW,2021,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Xăng,7,4350
Mercedes Benz,2016,Xe đã dùng,30000,Nhập khẩu,Sedan,Số tự động,Xăng,5,2990
Mitsubishi,2022,Xe đã dùng,15000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,550
Toyota,2016,Xe đã dùng,62000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,630
VinFast,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Điện,5,710
Mitsubishi,2020,Xe đã dùng,58000,Nhập khẩu,Sedan,Số tay,Xăng,5,283
BMW,2023,Xe mới,0,Nhập khẩu,Convertible/Cabriolet,Số tự động,Xăng,4,3175
Kia,2016,Xe đã dùng,95000,Nhập khẩu,Sedan,Số tự động,Xăng,5,345
Kia,2012,Xe đã dùng,20000,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,120
Mazda,2018,Xe đã dùng,60000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,650
Mitsubishi,2019,Xe đã dùng,80256,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,460
Nissan,2019,Xe đã dùng,42000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,485
Mercedes Benz,2021,Xe đã dùng,24000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2239
Mazda,2019,Xe đã dùng,70000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,650
Mazda,2020,Xe đã dùng,8000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,699
Mazda,2017,Xe đã dùng,65152,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,530
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,1499
Mercedes Benz,2017,Xe đã dùng,71000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1250
MG,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,468
Mercedes Benz,2022,Xe đã dùng,30000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1910
Chevrolet,2018,Xe đã dùng,50000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,495
BMW,2014,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,595
Kia,2019,Xe đã dùng,19000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,496
Hyundai,2023,Xe mới,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,610
Jeep,2020,Xe đã dùng,30000,Nhập khẩu,SUV,Số tự động,Xăng,5,2600
Jeep,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,4088
Hyundai,2023,Xe đã dùng,10000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,475
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,849
Hyundai,2021,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,325
Hyundai,2022,Xe đã dùng,30000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,465
Chevrolet,2018,Xe đã dùng,50000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,500
Toyota,2021,Xe đã dùng,66000,Nhập khẩu,SUV,Số tự động,Xăng,7,560
Ford,2022,Xe đã dùng,1900,Nhập khẩu,SUV,Số tự động,Dầu,7,1199
Toyota,2022,Xe đã dùng,20000,Nhập khẩu,Sedan,Số tự động,Xăng,5,685
Porsche,2021,Xe đã dùng,800,Nhập khẩu,Sedan,Số tự động,Xăng,4,12000
MG,2022,Xe đã dùng,18000,Nhập khẩu,Crossover,Số tự động,Xăng,5,465
Ford,2023,Xe đã dùng,4900,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,695
Toyota,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,663
Ford,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,954
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,1799
VinFast,2021,Xe đã dùng,45000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,665
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1245
Mazda,2021,Xe đã dùng,23000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,465
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,1120
Mitsubishi,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,423
Toyota,2022,Xe đã dùng,10000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,695
Kia,2022,Xe đã dùng,10000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,525
Mercedes Benz,2020,Xe đã dùng,35000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1558
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1202
Isuzu,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,632
Toyota,2023,Xe mới,0,Nhập khẩu,Hatchback,Số tự động,Xăng,5,405
Toyota,1990,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,50
Suzuki,2020,Xe đã dùng,48000,Nhập khẩu,SUV,Số tự động,Xăng,7,495
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,1090
Hyundai,2022,Xe đã dùng,20000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,465
Mitsubishi,2022,Xe đã dùng,9000,Nhập khẩu,SUV,Số tự động,Xăng,7,610
Mazda,2020,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,415
Mercedes Benz,2023,Xe đã dùng,4000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,2170
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2439
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,473
Toyota,2019,Xe đã dùng,40000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,445
Toyota,2011,Xe đã dùng,63000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,368
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,3499
Hyundai,2023,Xe mới,0,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,402
Kia,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,579
Kia,2023,Xe đã dùng,10000,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,585
MG,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,548
Ford,2023,Xe mới,0,Lắp ráp trong nước,Bán tải / Pickup,Số tự động,Dầu,5,864
Audi,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,2970
Suzuki,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Xăng,2,254
Kia,2022,Xe đã dùng,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,6,1055
Ford,2019,Xe đã dùng,50000,Nhập khẩu,SUV,Số tự động,Dầu,7,888
Kia,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Dầu,6,1244
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,829
Hyundai,2010,Xe đã dùng,150000,Nhập khẩu,Hatchback,Số tay,Xăng,5,135
MG,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,452
Kia,2021,Xe đã dùng,39000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,385
Hyundai,2019,Xe đã dùng,50000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,750
Toyota,2019,Xe đã dùng,120000,Lắp ráp trong nước,Crossover,Số tay,Xăng,8,528
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1169
Peugeot,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,1049
Toyota,2022,Xe đã dùng,24000,Nhập khẩu,SUV,Số tự động,Xăng,5,805
Chevrolet,2016,Xe đã dùng,0,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,165
Kia,2018,Xe đã dùng,50000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,450
Ford,2023,Xe mới,0,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,1264
Mercedes Benz,2020,Xe đã dùng,40000,Nhập khẩu,SUV,Số tự động,Xăng,7,3900
Toyota,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,8,810
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Hybrid,5,875
Kia,2016,Xe đã dùng,81278,Nhập khẩu,Van/Minivan,Số tự động,Xăng,2,240
VinFast,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,1270
Hyundai,2022,Xe đã dùng,18000,Lắp ráp trong nước,Crossover,Số tự động,Dầu,5,970
Toyota,2019,Xe đã dùng,29000,Nhập khẩu,Hatchback,Số tự động,Xăng,5,498
MG,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,470
Toyota,2016,Xe đã dùng,90000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,560
MG,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,588
Porsche,2015,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Xăng,5,1799
Mercedes Benz,2022,Xe đã dùng,18000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,2199
Toyota,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,5,860
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,1499
Ford,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Dầu,7,1475
Lexus,2015,Xe đã dùng,80000,Nhập khẩu,SUV,Số tự động,Xăng,7,3790
Peugeot,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,1099
Toyota,2008,Xe đã dùng,148800,Nhập khẩu,SUV,Số tự động,Xăng,7,350
Toyota,2011,Xe đã dùng,180000,Nhập khẩu,SUV,Số tự động,Xăng,8,1420
Porsche,2011,Xe đã dùng,35000,Nhập khẩu,SUV,Số tự động,Xăng,5,3300
Honda,2023,Xe mới,0,Nhập khẩu,Crossover,Số tự động,Xăng,5,870
Mercedes Benz,2018,Xe đã dùng,17000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1199
Mazda,2015,Xe đã dùng,89000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,389
Toyota,2010,Xe đã dùng,0,Nhập khẩu,Van/Minivan,Số tự động,Xăng,7,1050
Kia,2018,Xe đã dùng,90000,Lắp ráp trong nước,Hatchback,Số tay,Xăng,5,225
Toyota,2018,Xe đã dùng,70000,Lắp ráp trong nước,Sedan,Số tay,Xăng,5,350
Ford,2017,Xe đã dùng,0,Lắp ráp trong nước,Van/Minivan,Số tay,Dầu,10,560
Lexus,2006,Xe đã dùng,100000,Nhập khẩu,SUV,Số tự động,Xăng,7,680
Mercedes Benz,2020,Xe đã dùng,27000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1465
Isuzu,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,730
Hyundai,2022,Xe đã dùng,9000,Lắp ráp trong nước,Hatchback,Số tự động,Xăng,5,405
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Ford,2018,Xe đã dùng,45000,Nhập khẩu,Bán tải / Pickup,Số tự động,Xăng,5,3950
BMW,2015,Xe đã dùng,62000,Nhập khẩu,Sedan,Số tự động,Xăng,5,839
Lexus,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,4,9610
Volvo,2022,Xe đã dùng,35000,Nhập khẩu,SUV,Số tự động,Hybrid,5,2499
Hyundai,2008,Xe đã dùng,198280,Nhập khẩu,SUV,Số tự động,Dầu,7,360
Mazda,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,415
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,749
Nissan,2019,Xe đã dùng,9000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,450
Mazda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,789
Honda,2023,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,1048
Toyota,2007,Xe đã dùng,170000,Nhập khẩu,SUV,Số tự động,Xăng,7,488
Honda,2021,Xe đã dùng,40000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,883
Chevrolet,2011,Xe đã dùng,180000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,235
Toyota,2014,Xe đã dùng,123636,Nhập khẩu,SUV,Số tự động,Xăng,8,1863
VinFast,2022,Xe mới,0,Lắp ráp trong nước,SUV,Số tự động,Điện,5,1270
Mercedes Benz,2020,Xe đã dùng,35000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1400
Ford,2021,Xe đã dùng,43000,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,1050
Peugeot,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,1109
Ford,2014,Xe đã dùng,90000,Lắp ráp trong nước,SUV,Số tay,Dầu,7,385
Isuzu,2023,Xe mới,0,Lắp ráp trong nước,Truck,Số tay,Dầu,3,715
Mazda,2022,Xe đã dùng,15000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,739
Mazda,2020,Xe đã dùng,42000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,625
Mitsubishi,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,530
Nissan,2017,Xe đã dùng,89122,Nhập khẩu,Bán tải / Pickup,Số tự động,Dầu,5,398
Ford,2011,Xe đã dùng,130000,Lắp ráp trong nước,SUV,Số tự động,Dầu,7,343
Mercedes Benz,2022,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,4,16999
Mercedes Benz,2009,Xe đã dùng,130000,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,345
Peugeot,2023,Xe mới,0,Lắp ráp trong nước,Crossover,Số tự động,Xăng,5,929
VinFast,2021,Xe đã dùng,31521,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,650
Mercedes Benz,2017,Xe đã dùng,41000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,940
Volvo,2022,Xe đã dùng,3000,Nhập khẩu,SUV,Số tự động,Hybrid,7,4299
Chevrolet,2017,Xe đã dùng,86000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,435
Volkswagen,2023,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Mazda,2016,Xe đã dùng,71015,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,515
VinFast,2020,Xe đã dùng,51000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,799
LandRover,2019,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Xăng,5,3700
Mercedes Benz,2019,Xe đã dùng,72000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1020
Mercedes Benz,2021,Xe đã dùng,22400,Lắp ráp trong nước,SUV,Số tự động,Xăng,5,1600
Mercedes Benz,2017,Xe đã dùng,67000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,1330
Mercedes Benz,2020,Xe đã dùng,60000,Nhập khẩu,SUV,Số tự động,Xăng,7,3700
Porsche,2017,Xe đã dùng,0,Nhập khẩu,Sedan,Số tự động,Xăng,4,3780
Honda,2020,Xe đã dùng,46000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,850
Suzuki,2013,Xe đã dùng,330000,Lắp ráp trong nước,Truck,Số tay,Xăng,2,139
VinFast,2021,Xe đã dùng,23000,Lắp ráp trong nước,Sedan,Số tự động,Xăng,5,549
Jeep,2021,Xe đã dùng,12000,Nhập khẩu,SUV,Số tự động,Xăng,5,2780
Toyota,2020,Xe đã dùng,0,Nhập khẩu,SUV,Số tự động,Hybrid,5,790
Toyota,2008,Xe đã dùng,10000,Nhập khẩu,Sedan,Số tự động,Xăng,5,270
Mitsubishi,2018,Xe đã dùng,60000,Lắp ráp trong nước,SUV,Số tự động,Xăng,7,555
Volkswagen,2022,Xe mới,0,Nhập khẩu,SUV,Số tự động,Xăng,7,2099
Toyota,2023,Xe mới,0,Nhập khẩu,Sedan,Số tự động,Xăng,5,750
Kia,2010,Xe đã dùng,100000,Nhập khẩu,Sedan,Số tự động,Xăng,5,250
